case;set;source;sex;age;agecat;education;profstatus;position;si1;si2;si3;si17;si13;si14;si15;si4;si25;si5;si26;si6;si27;si28;si7;si18;si20;si21;si9;si10;si11;si22;si8;si23;si19;si16;si29;si30;si12;si24;si31;si32
633;validation;daycare;male; ; ;collegevocational;working;employee;4;5;4;5;3;4;4;3;4;4;5;4;4;3;4;4;4;5;3;3;4;3;6;4;5;4;4;1;1;6;4;4
970;validation;student;male;36-45;old;academic;other; ;4;4;4;4;6;5;5;5;3;4;4;4;3;3;4;4;5;3;3;3;;4;3;4;5;5;4;2;3;3;4;4
360;validation;company;male;26-30;young; ;working;employee;4;4;5;5;4;5;5;4;4;4;4;6;4;3;4;4;6;5;3;5;4;5;5;3;4;4;4;3;3;4;3;3
699;validation;company;male;46-55;old; ;working;employee;4;5;4;4;4;4;3;5;3;5;4;5;4;5;5;3;4;5;1;5;1;5;5;5;5;4;4;1;0;5;4;5
524;validation;student;male;26-30;young;academic;working; ;5;5;5;5;3;5;4;5;5;5;3;5;3;4;5;4;5;3;2;5;2;3;4;4;5;4;4;2;1;5;5;4
1 036;validation;daycare;male; ; ;collegevocational;working;employee;3;5;4;6;4;4;4;5;5;5;5;6;4;5;4;5;6;4;3;6;3;4;4;4;5;5;5;3;3;5;5;5
435;validation;student;male;16-20;young;collegevocational;student; ;4;4;4;5;5;3;3;4;3;2;5;4;2;2;4;2;3;4;5;5;2;4;4;4;6;2;4;2;2;4;5;2
123;validation;student;male;46-55;old;collegevocational;working; ;6;4;4;6;6;6;6;6;4;4;2;4;4;2;3;2;6;5;2;5;1;4;5;4;4;5;4;3;3;6;2;3
273;validation;company;male;46-55;old; ;working;manager;6;5;5;6;5;5;6;6;6;5;5;5;6;5;6;3;5;5;2;6;1;5;6;5;6;4;6;0;1;6;5;6
745;validation;student;male;21-25;young;academic;student; ;4;4;6;5;6;4;4;4;3;5;3;5;3;3;2;4;3;3;3;1;1;4;4;4;5;4;6;0;1;4;4;4
768;validation;student;male;21-25;young;academic;student; ;4;5;5;5;5;4;4;4;4;5;5;6;3;4;4;3;6;6;4;5;4;5;3;5;4;5;6;1;4;3;5;5
533;validation;student;male;21-25;young;collegevocational;student; ;3;3;4;4;3;3;4;3;4;4;3;4;3;3;4;3;3;6;4;3;3;3;5;5;5;3;3;3;4;3;3;2
879;validation;student;male;26-30;young;academic;student; ;4;5;5;4;5;4;3;5;4;3;4;3;3;3;5;4;5;4;3;6;4;5;4;4;4;4;5;2;3;5;4;4
1 025;validation;student;male;21-25;young;academic;working; ;4;4;4;6;5;4;4;4;5;5;4;5;4;4;6;5;6;5;3;5;2;4;6;4;5;4;5;3;3;3;4;5
600;validation;company;male;46-55;old; ;working;employee;3;4;4;4;3;3;3;3;5;4;4;3;4;3;4;3;3;4;2;4;3;4;5;4;4;3;5;3;2;3;4;4
381;validation;student;male;46-55;old; ;student; ;6;4;4;5;6;5;6;6;5;5;4;5;5;5;5;5;6;4;2;4;1;6;5;4;4;5;6;3;3;5;3;4
402;validation;company;male;36-45;old; ;working;manager;4;5;4;4;4;4;3;4;4;3;5;3;4;3;4;4;5;4;3;5;1;4;4;3;5;3;4;1;1;5;5;5
804;validation;company;male;46-55;old; ;working;employee;4;5;4;5;4;4;5;4;4;5;5;3;3;4;4;3;4;5;1;4;3;5;5;3;3;5;4;2;1;6;4;4
1 123;validation;student;male;26-30;young;academic;working; ;3;4;4;3;3;3;4;4;5;4;5;4;4;3;5;3;4;3;2;5;3;4;4;4;3;4;4;3;2;4;4;4
765;validation;company;male;56-65;old; ;working;employee;5;5;5;5;3;4;4;4;4;4;4;4;4;4;5;4;4;3;3;4;1;5;5;4;6;4;4;2;1;4;4;4
369;validation;student;male;26-30;young;academic;other; ;3;6;5;5;6;4;2;3;3;3;1;5;2;3;4;4;3;2;3;2;5;4;4;3;5;4;3;4;5;4;4;2
154;validation;company;male;46-55;old; ;working;manager;4;5;5;3;3;4;4;5;5;5;5;4;5;3;4;3;3;3;1;5;1;5;5;3;3;3;5;1;1;5;5;4
342;validation;company;male;31-35;old; ;working;manager;4;6;5;3;3;3;4;4;4;5;5;4;5;4;5;3;4;4;3;5;3;4;4;4;5;3;6;2;1;4;6;4
217;validation;company;male;56-65;old; ;working;employee;4;3;3;4;3;3;3;4;4;4;4;4;4;4;4;4;4;4;3;5;3;4;4;4;4;2;3;3;3;4;5;4
211;validation;company;male;36-45;old; ;working;employee;3;4;3;5;5;5;5;2;3;5;3;4;3;5;5;2;2;4;1;5;3;6;5;3;3;3;3;2;1;5;3;5
283;validation;student;male;56-65;old;academic;working; ;5;4;5;5;4;5;4;5;5;4;5;4;5;5;5;3;5;5;0;5;1;5;5;4;5;5;5;1;1;5;5;4
1 216;validation;student;male;21-25;young;academic;student; ;4;4;4;5;5;5;4;4;3;3;2;3;2;4;3;5;6;4;2;5;2;5;4;5;5;5;2;1;1;5;5;4
1 078;validation;student;male;36-45;old;collegevocational;student; ;4;4;4;5;2;5;3;3;4;4;2;5;3;2;5;4;4;3;3;5;2;5;5;4;4;3;4;2;3;4;3;5
206;validation;company;male;36-45;old; ;working;employee;;4;5;4;5;4;3;4;4;4;4;4;4;4;5;3;3;3;3;4;1;3;;3;;4;4;2;3;4;4;5
540;validation;company;male;46-55;old; ;working;employee;5;5;5;4;3;4;5;5;4;4;5;4;4;4;4;3;4;4;3;5;1;5;4;3;5;3;4;1;1;5;5;4
110;validation;student;male;21-25;young;academic;student; ;3;2;3;3;4;3;2;4;4;3;4;2;2;2;4;3;4;4;2;5;5;3;4;4;5;2;2;2;3;4;3;3
1 085;validation;company;male;46-55;old; ;working;employee;5;4;5;4;5;5;5;4;3;5;6;5;3;5;5;3;4;6;0;5;3;4;5;4;5;4;5;0;3;4;5;4
333;validation;company;male;36-45;old; ;working;manager;4;4;4;5;4;4;3;4;4;4;3;4;4;3;4;3;3;4;3;4;4;4;4;3;4;4;4;2;3;4;4;4
170;validation;company;male;36-45;old; ;working;employee;4;4;4;5;5;5;4;4;4;4;5;4;3;3;5;1;4;5;0;5;2;5;6;4;5;3;5;0;1;5;4;4
61;validation;company;male;31-35;old; ;working;employee;5;5;5;5;5;4;6;5;5;4;5;4;4;5;5;4;6;5;0;5;2;5;4;5;4;3;5;1;2;5;5;6
1 062;validation;student;male;31-35;old;academic;student; ;3;4;4;4;5;4;4;3;3;3;3;3;2;3;4;4;3;5;4;3;5;4;3;3;4;3;4;3;2;3;4;3
456;validation;student;male;26-30;young;collegevocational;student; ;2;3;3;2;3;2;3;3;4;5;4;3;3;3;4;2;3;3;3;3;4;3;4;3;4;2;3;4;4;1;4;2
1 127;validation;student;male;21-25;young;collegevocational;student; ;3;5;4;5;5;5;6;3;4;5;4;5;3;3;5;3;1;5;3;5;2;4;5;3;4;1;3;3;2;5;5;4
288;validation;student;male;21-25;young;academic;student; ;4;4;4;5;5;3;4;4;3;3;4;5;3;3;5;4;5;5;3;4;1;5;5;4;4;4;5;3;2;4;5;3
378;validation;student;male;21-25;young;academic;student; ;4;5;4;5;4;4;5;4;4;5;4;4;3;4;4;4;4;4;3;5;2;5;4;4;5;4;5;2;1;4;5;4
348;validation;student;male;31-35;old;academic;working; ;4;5;4;5;4;3;6;4;5;5;5;5;5;4;5;4;4;3;3;4;4;5;4;3;5;4;5;3;3;4;3;4
21;validation;student;male;36-45;old;academic;working; ;5;5;5;5;6;4;5;6;4;5;3;5;5;4;5;3;6;4;1;5;3;5;6;5;5;5;4;1;2;5;4;4
759;validation;company;male;46-55;old; ;working;manager;5;5;4;5;5;4;4;6;5;6;6;5;4;5;6;2;5;5;2;6;1;6;5;4;6;4;4;1;1;4;4;5
957;validation;company;male;36-45;old; ;working;employee;4;4;4;4;3;3;3;4;4;4;3;4;4;3;4;3;4;4;2;3;2;4;4;4;4;3;4;3;4;4;5;3
622;validation;company;male;31-35;old; ;working;employee;3;4;4;3;3;4;4;3;5;5;4;4;3;5;4;3;3;5;2;4;2;6;3;3;3;3;4;0;2;6;4;3
530;validation;student;male;21-25;young; ;student; ;3;3;3;4;3;3;3;3;3;3;3;3;3;3;4;3;3;4;3;5;2;4;4;3;4;3;4;3;3;4;3;3
665;validation;daycare;male; ; ;collegevocational;working;employee;4;5;4;4;5;4;;5;4;4;4;4;3;4;4;3;4;3;1;5;1;4;5;5;4;4;5;1;0;3;5;4
442;validation;student;male;26-30;young;academic;student; ;4;4;4;4;5;4;6;5;4;5;3;4;3;4;4;4;5;5;4;5;3;4;5;5;5;3;5;2;4;5;4;4
377;validation;student;male;21-25;young;academic;student; ;3;3;3;3;5;4;3;3;5;4;4;5;3;3;5;4;4;4;2;4;3;3;4;4;5;3;5;2;3;4;4;3
1 144;validation;company;male;36-45;old; ;working;manager;4;4;5;6;4;4;4;5;4;4;3;5;5;4;5;4;4;5;2;5;3;4;4;4;5;3;4;3;1;5;4;4
971;validation;company;male;36-45;old; ;working;employee;4;4;4;4;4;4;3;4;3;5;3;5;4;4;5;3;4;5;2;3;2;5;5;3;5;3;5;2;2;5;5;4
1 166;validation;student;male;21-25;young;academic;student; ;4;5;4;4;3;2;6;4;3;2;3;4;5;4;4;1;2;4;2;6;1;3;5;4;4;4;3;3;1;5;6;3
371;validation;company;male;31-35;old; ;working;employee;4;4;4;6;5;5;4;5;5;5;5;6;4;4;5;4;6;6;2;5;3;3;6;4;4;4;3;2;5;5;5;4
844;validation;student;male;21-25;young;academic;student; ;5;3;5;4;3;4;4;4;3;3;3;4;3;4;3;3;3;3;3;5;3;4;5;3;5;4;3;2;2;5;4;4
883;validation;company;male;36-45;old; ;working;employee;3;4;4;4;5;3;4;3;3;2;4;3;3;2;2;3;4;2;2;1;1;4;5;1;4;3;5;3;3;3;5;4
244;validation;student;male;26-30;young;academic;working; ;5;4;4;6;5;6;6;5;5;6;6;6;4;5;4;5;6;6;2;6;3;5;6;5;6;6;6;2;2;4;4;4
1 053;validation;student;male;21-25;young;academic;student; ;5;4;4;5;6;5;6;4;4;5;6;4;4;4;5;4;4;6;2;6;0;6;5;4;5;4;4;1;2;5;4;4
963;validation;company;male;46-55;old; ;working;employee;3;4;4;5;4;4;5;4;4;4;3;4;5;4;5;2;3;4;4;6;1;5;6;3;3;3;6;2;2;6;4;4
1 193;validation;company;male;56-65;old; ;working;employee;4;4;4;5;5;5;4;4;5;4;5;4;4;4;5;4;4;4;3;4;3;5;;4;5;4;4;1;3;4;4;4
979;validation;student;male;21-25;young;academic;student; ;4;4;4;4;5;5;3;4;3;5;4;4;4;4;5;5;5;4;3;5;2;4;4;4;5;4;5;2;1;4;5;4
185;validation;company;male;56-65;old; ;working;employee;5;5;5;5;5;5;5;5;4;4;4;5;4;4;5;3;3;4;1;4;1;4;4;5;5;5;4;1;1;6;4;5
1 049;validation;company;male;36-45;old; ;working;manager;4;4;4;4;5;5;5;4;4;4;5;5;4;4;5;4;4;5;3;5;4;4;4;3;4;4;4;1;2;4;4;4
593;validation;company;male;36-45;old; ;working;manager;5;5;5;4;6;4;4;6;6;4;3;5;4;2;5;4;5;4;3;4;4;5;4;4;5;3;5;0;1;5;5;5
969;validation;student;male;21-25;young;collegevocational;student; ;4;4;4;3;4;4;4;3;4;5;5;5;4;3;5;4;5;6;3;5;4;5;5;3;5;3;4;2;2;4;4;4
921;validation;student;male;21-25;young;academic;student; ;5;5;6;6;6;6;6;4;6;4;5;6;4;5;6;5;6;6;2;6;1;4;4;5;5;5;4;0;0;5;5;5
1 204;validation;student;male;26-30;young;academic;student; ;4;6;4;5;4;4;3;4;3;3;3;3;4;3;3;4;4;2;2;3;1;4;2;5;5;4;4;1;1;3;4;3
449;validation;company;male;46-55;old; ;working;employee;3;4;5;3;5;4;6;4;4;5;3;3;3;3;3;3;3;5;2;5;2;5;3;3;5;3;3;2;3;4;5;4
239;validation;company;male;56-65;old; ;working;manager;4;5;4;5;3;3;4;4;4;4;3;5;4;3;4;3;4;4;4;5;2;4;5;3;3;4;4;3;3;4;3;4
1 194;validation;daycare;male; ; ;collegevocational;working;employee;3;4;4;3;;3;3;3;4;4;4;4;3;3;4;3;3;3;3;4;3;4;4;3;4;3;4;2;3;3;4;3
1 018;validation;student;male;16-20;young;academic;student; ;3;3;3;5;4;5;6;3;4;4;4;3;2;3;3;3;4;2;4;4;2;4;4;3;4;3;4;3;5;5;4;3
544;validation;company;male;46-55;old; ;working;manager;4;4;4;5;5;3;3;4;5;4;5;5;4;4;5;4;4;4;3;4;2;4;5;3;5;3;4;3;3;5;4;3
68;validation;student;male;21-25;young;academic;student; ;4;5;5;5;3;4;3;4;5;6;6;4;4;4;6;5;6;5;3;6;1;4;4;3;5;3;4;2;0;6;2;4
1 175;validation;company;male;31-35;old; ;working;employee;6;5;5;4;4;4;4;5;4;5;5;5;4;5;5;4;5;5;1;6;3;4;5;4;6;4;6;2;2;5;5;5
1 152;validation;student;male;36-45;old;noanswer;working; ;5;5;5;4;5;5;3;5;5;5;3;6;5;5;6;5;6;2;6;5;5;5;2;4;4;3;4;4;5;1;3;2
808;validation;student;male;16-20;young;collegevocational;student; ;4;4;4;5;6;4;5;4;6;3;3;2;3;3;5;6;5;6;4;5;2;4;6;3;5;4;3;2;2;5;3;4
274;validation;student;male;21-25;young;collegevocational;student; ;4;4;5;5;4;4;5;5;5;4;5;5;4;4;5;5;5;5;1;6;1;6;4;4;4;5;2;1;1;4;4;5
494;validation;company;male;36-45;old; ;working;employee;3;5;4;5;5;3;5;4;3;3;3;4;3;3;5;3;3;6;2;3;3;4;4;4;3;3;5;1;2;3;5;5
1 176;validation;company;male;31-35;old; ;working;employee;2;4;3;3;4;1;4;3;4;3;3;3;3;3;4;2;1;6;1;2;2;3;6;3;3;3;3;2;4;4;3;4
1 071;validation;company;male;21-25;young; ;working;employee;4;2;4;5;5;5;6;4;3;5;5;5;3;4;6;4;6;5;2;4;1;4;6;5;4;2;5;1;2;6;4;3
616;validation;student;male;21-25;young;collegevocational;student; ;3;4;4;4;4;4;4;4;4;4;4;3;3;3;4;3;3;4;2;5;2;5;4;3;4;3;5;1;3;2;4;4
352;validation;company;male;21-25;young; ;working;employee;3;4;3;3;1;3;2;3;3;3;5;3;2;2;6;1;2;2;5;5;4;6;5;4;4;2;6;2;3;4;5;3
923;validation;company;male;56-65;old; ;working;employee;4;5;5;4;5;4;5;5;5;4;5;5;5;4;5;3;4;4;3;4;2;4;4;5;5;4;4;1;1;5;5;5
700;validation;company;male;26-30;young; ;working;employee;4;4;4;5;6;5;5;5;4;4;4;5;4;4;4;4;4;4;3;5;2;4;5;3;4;4;4;3;2;4;3;4
722;validation;student;male;31-35;old;academic;working; ;5;5;4;5;4;4;4;5;3;3;3;5;4;4;3;5;6;3;4;4;4;6;4;5;6;3;6;0;4;5;5;5
702;validation;student;male;56-65;old;academic;working; ;5;5;5;5;4;4;3;5;5;6;4;5;5;3;5;3;4;3;3;6;1;5;5;5;6;4;5;1;1;5;4;4
687;validation;company;male;56-65;old; ;working;employee;4;5;5;4;5;4;4;5;5;4;3;4;4;3;4;2;4;4;2;6;1;4;5;5;4;4;4;1;2;5;6;4
592;validation;student;male;26-30;young;academic;student; ;5;5;6;6;5;6;3;6;1;5;4;6;3;3;5;6;6;5;2;5;1;4;5;4;6;3;5;2;1;5;5;4
1 195;validation;company;male;46-55;old; ;working;manager;3;3;3;5;2;3;1;3;2;3;3;3;1;3;4;3;2;4;3;4;4;2;5;3;4;3;4;3;3;4;3;4
1 168;validation;student;male;16-20;young;academic;student; ;5;4;5;6;4;5;5;5;1;3;3;5;2;3;4;4;3;4;2;3;1;5;5;4;5;1;5;2;2;6;4;3
1 095;validation;student;male;26-30;young;academic;student; ;5;5;5;6;6;5;6;5;6;5;6;6;5;6;6;5;6;6;1;5;1;5;6;6;5;5;5;0;4;5;5;5
438;validation;student;male;26-30;young;academic;student; ;3;3;4;4;4;3;5;3;4;4;4;4;3;3;4;3;4;3;2;4;2;4;4;4;4;3;5;1;3;4;4;3
248;validation;student;male;26-30;young;academic;student; ;3;4;5;6;5;3;5;4;3;4;3;3;2;3;5;5;6;4;1;5;1;5;6;5;5;3;5;2;2;4;3;4
407;validation;student;male;21-25;young;collegevocational;student; ;5;4;4;6;5;5;5;4;2;4;3;4;3;3;4;4;3;4;4;3;2;3;4;4;6;3;4;2;3;3;4;3
851;validation;student;male;21-25;young;academic;student; ;4;2;2;4;2;3;3;4;1;4;3;2;1;4;4;4;3;4;4;4;1;5;6;3;5;1;6;2;3;3;4;2
1 131;validation;company;male;46-55;old; ;working;employee;5;5;4;5;4;3;4;5;3;3;4;3;3;3;3;4;3;4;3;4;2;5;3;3;5;4;5;1;2;4;5;5
565;validation;student;male;26-30;young;academic;student; ;4;3;4;5;6;4;4;4;2;4;4;6;2;4;5;3;4;5;4;6;1;5;5;4;5;2;4;1;3;4;4;3
1 132;validation;daycare;male; ; ;collegevocational;working;employee;3;4;4;5;3;3;4;4;3;4;4;4;4;3;3;3;4;4;1;4;3;4;4;3;4;2;3;1;2;4;4;4
1 141;validation;student;male;16-20;young;collegevocational;student; ;4;5;4;5;5;4;4;4;3;4;3;4;3;3;4;4;3;4;3;5;3;4;4;5;4;3;4;1;2;4;4;3
1 207;validation;student;male;26-30;young;academic;working; ;4;5;5;4;5;4;5;5;5;5;5;4;4;4;4;3;4;4;2;5;1;4;4;5;4;4;4;2;2;4;4;4
445;validation;student;male;21-25;young;collegevocational;student; ;4;4;3;3;3;2;2;3;3;4;3;4;2;3;6;4;2;5;1;4;4;4;5;6;5;2;5;2;1;5;4;2
857;validation;company;male;36-45;old; ;working;employee;4;5;5;4;5;5;4;4;4;4;3;4;4;2;5;3;4;4;3;4;2;4;4;4;4;4;4;1;3;5;4;4
609;validation;student;male;56-65;old;academic;other; ;5;4;4;6;4;6;5;6;4;4;4;4;4;4;4;4;6;4;2;5;2;5;4;3;5;4;4;1;3;4;3;6
784;validation;student;male;21-25;young;collegevocational;student; ;6;6;6;5;6;4;3;5;3;4;6;6;5;5;6;5;5;6;3;6;4;6;6;3;6;5;3;2;3;5;4;5
207;validation;company;male;46-55;old; ;working;manager;5;5;6;6;5;5;5;5;4;4;5;4;4;4;6;3;6;6;3;6;3;5;5;5;5;5;6;6;2;6;5;6
19;validation;student;male;21-25;young;collegevocational;student; ;4;5;5;4;3;3;3;4;1;1;1;3;1;1;3;2;4;3;1;4;1;4;3;4;4;3;4;1;2;5;5;4
254;validation;student;male;21-25;young;academic;student; ;3;3;3;4;3;3;4;3;4;3;3;4;1;2;4;4;4;5;5;4;1;5;5;3;5;2;1;3;4;4;3;3
853;validation;company;male;26-30;young; ;working;employee;4;4;4;5;5;4;5;4;5;5;5;3;4;4;3;4;6;5;2;6;3;4;5;4;5;4;3;2;1;5;3;3
556;validation;company;male;46-55;old; ;working;employee;5;4;4;4;5;5;4;4;4;5;5;4;4;4;5;4;5;5;3;5;3;5;5;4;4;4;5;1;1;5;4;4
711;validation;student;male;21-25;young;academic;student; ;4;3;4;5;4;3;4;4;1;3;4;5;1;4;5;3;5;6;3;4;3;5;5;5;5;2;5;1;3;5;4;3
1 136;validation;student;male;26-30;young;academic;working; ;3;5;3;5;6;4;4;3;5;3;4;4;1;2;4;4;4;5;3;4;4;5;3;3;5;3;4;3;4;2;4;3
384;validation;company;male;46-55;old; ;working;employee;4;5;5;5;5;5;5;5;3;3;3;3;4;3;6;5;3;2;5;2;3;5;4;5;5;4;6;3;1;5;5;5
199;validation;company;male;46-55;old; ;working;employee;4;4;5;4;3;4;4;5;4;4;4;4;3;3;5;3;4;5;4;4;4;4;5;5;6;3;5;1;3;4;5;4
837;validation;student;male;26-30;young;academic;student; ;3;4;4;4;2;4;3;3;3;4;3;3;2;2;4;4;2;3;3;4;2;5;3;3;4;2;4;3;3;2;3;3
887;validation;student;male;31-35;old;academic;working; ;3;3;3;5;4;3;3;3;4;4;4;6;5;4;6;3;4;4;4;4;3;4;4;4;4;2;3;1;2;4;3;4
1 124;validation;student;male;21-25;young;academic;student; ;3;3;3;3;4;3;4;3;3;4;3;3;3;4;3;3;4;4;3;4;2;3;4;3;3;3;3;4;3;4;3;3
134;validation;student;male;26-30;young;academic;student; ;5;4;5;4;4;4;4;4;5;5;5;5;4;5;4;4;5;5;4;3;3;4;5;5;6;5;5;1;5;4;5;5
486;validation;company;male;56-65;old; ;working;employee;4;5;4;4;5;3;3;4;3;3;3;4;3;3;5;2;4;4;3;3;4;4;4;4;6;4;4;1;2;4;5;5
1 113;validation;student;male;26-30;young;collegevocational;student; ;5;5;5;5;4;4;5;4;5;2;4;3;6;3;3;5;4;4;1;6;3;5;4;5;5;5;5;1;2;5;4;4
1 068;validation;student;male;21-25;young;collegevocational;student; ;3;3;3;4;3;2;2;3;2;2;3;4;2;2;3;3;3;2;3;2;4;4;3;3;4;3;4;3;3;3;4;3
860;validation;daycare;male; ; ;collegevocational;working;employee;5;5;5;6;4;4;4;4;5;4;5;6;5;4;5;4;5;4;1;6;3;6;5;4;6;5;5;2;2;5;5;4
704;validation;company;male;56-65;old; ;working;employee;4;4;4;4;4;3;4;3;4;5;4;4;3;4;4;3;5;4;2;4;2;4;4;3;3;4;4;1;2;4;3;3
571;validation;student;male;26-30;young;academic;student; ;5;5;5;5;4;6;6;6;5;6;6;6;4;5;6;4;6;6;1;3;0;6;6;5;6;5;5;1;0;5;4;5
489;validation;student;male;31-35;old;academic;student; ;4;3;4;4;3;4;5;4;3;3;3;3;3;3;4;4;2;5;2;3;1;1;5;3;4;3;2;3;3;5;4;3
314;validation;student;male;21-25;young;academic;student; ;4;5;5;5;5;5;5;5;3;4;4;4;3;4;4;3;5;5;1;5;2;5;4;4;5;5;5;1;1;5;4;5
305;validation;student;male;16-20;young;collegevocational;student; ;4;5;5;4;4;4;4;5;5;5;6;4;3;5;5;6;6;5;3;6;1;5;4;5;4;4;6;3;1;6;4;5
410;validation;company;male;26-30;young; ;working;employee;5;5;5;5;5;4;5;5;5;5;5;5;4;5;5;2;4;5;3;5;2;4;5;4;5;5;4;2;2;5;5;5
370;validation;student;male;21-25;young;collegevocational;student; ;4;4;4;5;5;4;4;5;5;4;4;6;4;3;5;5;6;6;3;5;3;5;4;5;5;4;5;1;2;4;5;5
538;validation;student;male;16-20;young;academic;student; ;4;5;5;5;4;4;3;5;3;5;3;5;3;3;5;3;5;4;3;5;2;6;5;5;6;3;6;2;3;4;5;5
172;validation;company;male;46-55;old; ;working;manager;4;4;5;4;5;4;4;4;5;4;4;4;4;4;5;3;4;4;3;4;3;5;4;4;4;4;4;1;2;4;5;4
236;validation;student;male;26-30;young;collegevocational;student; ;5;5;5;4;4;4;5;5;5;5;5;5;4;5;5;4;4;5;2;5;2;4;5;4;4;4;5;3;3;4;4;4
774;validation;student;male;21-25;young;collegevocational;student; ;3;4;4;5;3;3;3;4;4;5;5;5;5;3;6;5;3;6;3;3;1;4;5;4;5;2;4;4;2;4;5;2
834;validation;student;male;21-25;young;academic;student; ;3;2;2;5;5;4;5;4;1;6;5;4;1;3;6;0;6;2;5;3;1;5;4;4;5;3;5;4;2;5;2;0
1 191;validation;student;male;26-30;young;academic;student; ;5;5;5;6;5;5;3;4;4;3;4;5;4;3;3;4;4;3;4;5;4;4;4;4;5;4;4;2;3;4;4;4
1 159;validation;company;male;36-45;old; ;working;employee;3;3;3;3;4;3;2;4;5;4;4;3;3;3;3;3;5;4;3;3;4;5;5;3;5;3;5;3;3;2;4;4
713;validation;student;male;21-25;young;collegevocational;student; ;1;4;3;3;2;1;3;2;2;3;3;3;4;4;4;3;3;3;4;2;4;5;4;4;4;2;4;0;2;4;4;5
645;validation;student;male;16-20;young;collegevocational;student; ;5;;6;5;6;6;6;5;6;6;4;6;5;5;6;5;5;6;4;4;1;5;5;4;5;5;3;1;5;6;5;5
178;validation;student;male;26-30;young;academic;working; ;4;5;5;4;6;5;3;3;5;3;4;4;5;3;4;4;3;4;3;4;2;4;4;4;4;4;4;3;3;5;3;2
789;validation;company;male;36-45;old; ;working;manager;6;5;5;6;6;6;4;5;6;6;5;6;4;6;6;6;5;5;1;5;2;6;5;5;6;5;4;0;1;5;5;6
982;validation;company;male;36-45;old; ;working;employee;4;4;5;4;5;5;2;4;3;5;4;;4;4;6;4;4;4;0;6;1;4;4;5;4;5;6;1;1;6;5;6
472;validation;company;male;36-45;old; ;working;employee;3;3;4;3;1;2;2;3;4;5;3;4;3;3;5;2;2;5;1;4;3;4;4;5;4;2;5;3;2;3;4;3
655;validation;company;male;36-45;old; ;working;employee;6;4;5;6;4;6;4;6;5;6;4;5;4;5;5;4;6;6;1;4;1;6;6;4;6;3;6;0;3;6;6;5
72;validation;student;male;46-55;old;academic;working; ;4;4;5;4;4;4;4;4;4;4;2;3;3;4;5;4;5;4;1;5;1;5;4;3;5;4;3;1;1;5;4;5
739;validation;company;male;46-55;old; ;working;manager;5;5;5;4;4;5;5;6;5;6;6;5;4;5;6;4;4;6;1;5;3;4;5;5;6;4;5;2;2;5;4;5
502;validation;student;male;21-25;young;academic;student; ;5;5;5;5;5;5;2;4;5;2;3;4;5;5;4;4;4;2;1;3;6;3;5;4;4;4;3;3;5;0;4;3
686;validation;company;male;56-65;old; ;working;manager;5;5;4;5;5;5;4;4;4;3;3;5;5;4;4;2;2;4;3;4;1;3;4;3;5;4;5;2;1;5;4;4
728;validation;student;male;26-30;young;academic;student; ;5;5;5;5;5;5;4;4;3;4;3;4;3;3;4;3;4;3;3;3;1;4;4;5;4;3;4;2;2;5;4;4
620;validation;student;male;16-20;young;collegevocational;student; ;5;5;5;5;6;5;5;5;3;3;4;5;3;6;5;5;5;2;3;6;0;5;5;5;6;4;5;1;1;6;5;4
165;validation;student;male;21-25;young;collegevocational;student; ;5;5;5;4;3;2;3;5;4;3;3;4;2;2;3;1;2;2;3;4;3;5;4;3;6;3;4;2;3;3;5;3
1 209;validation;daycare;male; ; ;academic;working;employee;5;5;5;6;6;6;6;3;6;4;5;5;6;6;6;5;5;6;3;3;1;5;6;3;5;5;4;0;0;3;3;4
202;validation;student;male;21-25;young;collegevocational;student; ;4;4;3;4;4;5;4;3;4;3;3;5;3;3;4;4;6;4;3;5;1;4;4;4;4;4;4;1;2;3;4;3
936;validation;company;male;36-45;old; ;working;manager;4;6;4;4;5;4;3;5;6;4;4;3;3;3;4;2;2;4;1;4;2;4;4;4;4;3;4;1;2;5;4;3
657;validation;student;male;21-25;young;collegevocational;student; ;4;5;5;5;4;3;4;4;5;4;3;5;3;3;4;4;3;5;4;6;6;6;4;5;6;3;5;1;2;4;5;5
23;validation;student;male;21-25;young;collegevocational;student; ;5;5;5;4;4;5;5;5;3;5;5;5;5;5;5;4;4;5;3;5;3;5;5;5;4;5;4;1;1;6;4;4
73;validation;student;male;21-25;young;collegevocational;student; ;6;6;5;5;5;5;4;6;5;4;4;5;4;3;4;6;5;4;1;6;2;4;4;6;4;5;3;1;2;6;6;5
409;validation;company;male;56-65;old; ;working;manager;4;4;4;4;4;4;5;4;5;4;4;4;4;4;4;3;5;4;2;4;2;4;4;4;4;4;6;1;2;4;4;5
795;validation;student;male;46-55;old;collegevocational;working; ;5;6;5;3;4;5;5;4;5;5;5;4;6;4;5;1;4;1;1;5;3;3;5;2;4;5;2;1;0;4;6;6
707;validation;company;male;56-65;old; ;working;employee;3;4;4;4;4;3;3;4;4;4;4;4;3;4;4;3;4;4;2;4;2;4;5;3;4;4;4;1;2;4;4;4
849;validation;company;male;36-45;old; ;working;manager;5;5;5;5;5;3;4;6;4;4;5;5;3;3;4;3;6;5;2;4;1;5;4;5;4;3;5;2;3;5;5;5
675;validation;student;male;26-30;young;academic;working; ;4;4;3;5;5;4;5;3;2;3;2;2;2;3;3;2;2;3;3;3;2;5;3;3;3;5;6;1;3;4;3;2
