Id      	Gender  	Age     	G1      	G2      	G3      	G4      	G5      	G6      	G7      	G8      	G9      	G10     	G11     	GamblF  	GFalla  	SensaS  	SuperS  	EconG   	PareG   	PeerG   	Nsymp   	P3prob  	P2prob  
    179	  1	 14.91666667	  3	  1	  0	  0	  0	  0	  0	  0	  1	  0	  0	  5	  2	 22	 23	 41	  0	  0	  0	  0	  0
    180	  1	 14.91666667	  3	  2	  1	  2	  0	  0	  0	  0	  0	  0	  0	  8	  1	 27	   	 36	  0	  0	  0	  0	  0
    181	  1	 14.91666667	  1	  0	  0	  0	  0	  0	  0	  0	  1	  0	  0	  2	  6	 27	 15	 32	  0	  0	  0	  0	  0
    182	  1	 14.91666667	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  2	 39	 22	 35	  0	  0	  0	  0	  0
    183	  1	 14.91666667	  0	  0	  0	  0	  0	  1	  0	  1	  1	  0	  0	  3	  6	 19	 10	 37	  1	  1	  0	  0	  0
    184	  1	 14.91666667	  1	  2	  3	  3	  0	  0	  0	  0	  1	  1	  0	 11	  2	 32	 22	 36	  0	  1	  1	  1	  1
    185	  1	 14.91666667	  1	  1	  1	  1	  0	  0	  0	  0	  2	  0	  0	  6	  3	 28	 26	 31	  0	  1	  1	  0	  0
    186	  1	 14.91666667	  3	  3	  3	  3	  0	  1	  2	  3	  4	  4	  0	 26	  1	 38	 23	 24	  0	  1	  2	  2	  1
    187	  1	 14.91666667	  1	  0	  0	  0	  0	  0	  4	  0	  2	  2	  0	  9	  2	 23	 10	 26	  0	  0	  2	  2	  1
    188	  1	 14.91666667	  3	  0	  0	  0	  0	  0	  0	  1	  1	  1	  0	  6	  6	 30	  8	 35	  0	  1	  2	  1	  1
    189	  1	 14.91666667	  1	  2	  0	  3	  0	  0	  0	  1	  1	  0	  0	  8	  2	 27	 12	 28	  0	  1	  3	  2	  1
    190	  1	 14.91666667	  3	  2	  0	  0	  0	  0	  3	  2	  1	  1	  0	 12	  2	 32	 29	 34	  1	  1	  4	  2	  1
    191	  1	 14.91666667	  1	  0	  2	  3	  0	  0	  0	  2	  2	  1	  0	 11	  6	 29	 14	 39	  1	  1	  3	  2	  1
    192	  2	 14.91666667	  3	  4	  4	  4	  0	  0	  2	  0	  0	  2	  0	 19	  2	 34	 34	 41	  0	  1	  1	  2	  1
    193	  2	 14.91666667	  1	  0	  0	  0	  0	  0	  1	  1	  1	  1	  0	  5	  6	 28	 29	 35	  0	  1	  0	  0	  0
    194	  2	 14.91666667	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  2	 13	 15	 42	  0	  0	  0	  0	  0
    195	  2	 14.91666667	  4	  1	  1	  0	  0	  1	  1	  0	  1	  1	  0	 10	  2	 27	 25	 34	  1	  1	  0	  2	  1
    196	  2	 14.91666667	  1	  0	  0	  1	  0	  0	  0	  0	  1	  3	  0	  6	  6	 29	 25	 35	  0	  1	  0	  0	  0
    197	  2	 14.91666667	  1	  1	  1	  0	  0	  1	  1	  2	  2	  0	  0	  9	  4	 23	 33	 30	  1	  1	  1	  0	  0
    198	  1	 15.00000000	  1	  1	  1	  3	  0	  0	  0	  0	  1	  1	  0	  8	  2	 25	 18	 34	  1	  1	  0	  0	  0
    199	  1	 15.00000000	  1	  0	  1	  1	  0	  0	  0	  1	  1	  1	  0	  6	  6	 32	 16	 37	  0	  0	  0	  0	  0
    200	  1	 15.00000000	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  6	 20	 11	 45	  0	  0	  0	  0	  0
    201	  1	 15.00000000	  0	  0	  0	  1	  0	  0	  0	  0	  1	  0	  0	  2	  3	 21	 26	 45	  0	  1	  0	  0	  0
    202	  1	 15.00000000	  0	  0	  0	  1	  0	  0	  2	  0	  0	  0	  0	  3	  2	 16	 21	 43	  0	  0	  0	  0	  0
    203	  1	 15.00000000	  3	  0	  0	  0	  0	  1	  0	  0	  0	  0	  0	  4	  2	 22	 17	 36	  0	  1	  1	  1	  1
    204	  2	 15.00000000	  0	  0	  0	  0	  0	  0	  0	  0	  1	  1	  0	  2	  2	 25	 25	 35	  0	  0	  0	  0	  0
    205	  2	 15.00000000	  1	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  1	  1	 23	 29	 39	  1	  0	  0	  0	  0
    206	  2	 15.00000000	  1	  0	  0	  0	  0	  0	  1	  0	  0	  0	  0	  2	  6	 18	 20	 35	  0	  1	  0	  0	  0
    207	  2	 15.00000000	  1	  0	  1	  1	  1	  0	  0	  0	  1	  0	  0	  5	  3	 28	 23	 40	  0	  0	  0	  0	  0
    208	  2	 15.00000000	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  3	 25	 29	 36	  0	  1	  0	  0	  0
    209	  2	 15.00000000	  0	  0	  0	  0	  0	  1	  0	  0	  0	  0	  0	  1	  2	 28	 13	 33	  0	  0	  0	  0	  0
    210	  2	 15.00000000	  0	  0	  0	  0	  0	  1	  0	  0	  1	  1	  0	  3	  2	 25	 17	 39	  0	  1	  0	  0	  0
    211	  2	 15.00000000	  0	  0	  1	  0	  0	  0	  0	  0	  0	  0	  0	  1	  6	 22	 32	 31	  1	  1	  2	  1	  1
    212	  1	 15.08333333	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  2	 17	 10	 44	  0	  1	   	   	   
    213	  1	 15.08333333	  3	  0	  0	  2	  0	  1	  0	  0	  2	  2	  0	 10	  6	 29	 22	 32	  0	  1	  0	  0	  0
    214	  1	 15.08333333	  0	  0	  0	  0	  0	  0	  0	  0	  2	  0	  0	  2	  1	 24	 16	 42	  0	  0	  0	  0	  0
    215	  1	 15.08333333	  0	  0	  0	  0	  0	  0	  0	  0	  2	  0	  0	  2	  2	 24	  8	 35	  1	  1	  0	  0	  0
    216	  1	 15.08333333	  0	  0	  0	  0	  0	  0	  0	  0	  2	  1	  0	  3	  2	 34	 24	 24	  0	  0	  0	  0	  0
    217	  1	 15.08333333	  1	  0	  0	  1	  0	  0	  0	  1	  1	  0	  0	  4	  1	 19	 30	 41	  0	  1	  1	  0	  0
    218	  1	 15.08333333	  0	  0	  0	  1	  0	  0	  0	  1	  2	  2	  0	  6	  2	 25	 24	 39	  1	  1	  1	  0	  0
    219	  1	 15.08333333	  1	  2	  0	  2	  1	  3	  3	  1	  3	  4	  1	 21	  2	 30	 33	 33	  0	  1	  3	  2	  1
    220	  1	 15.08333333	  3	  1	  2	  0	  1	  1	  1	  1	  0	  0	  2	 12	  3	 31	 22	 27	  1	  1	  3	  2	  1
    221	  1	 15.08333333	  2	  0	  0	  0	  0	  1	  0	  0	  0	  0	  0	  3	  6	 26	 17	 31	  0	  1	  0	  0	  0
    222	  1	 15.08333333	  3	  2	  0	  0	  0	  0	  3	  0	  0	  3	  0	 11	  6	 20	 21	 34	  0	  0	  4	  2	  1
    223	  1	 15.08333333	  1	  1	  1	  0	  0	  0	  0	  0	  1	  1	  0	  5	  4	 21	 13	 36	  1	  1	  0	  0	  0
    224	  1	 15.08333333	  2	  0	  0	  2	  3	  0	  0	  0	  3	  0	  3	 13	  3	 21	 36	 33	  1	  1	  1	  1	  1
    225	  2	 15.08333333	  0	  1	  0	  0	  0	  0	  0	  0	  3	  3	  0	  7	  6	 26	 33	 31	  1	  1	  2	  1	  1
    226	  2	 15.08333333	  0	  0	  0	  2	  0	  0	  0	  0	  3	  1	  0	  6	  6	 22	 18	 34	  1	  1	  0	  0	  0
    227	  2	 15.08333333	  2	  1	  0	  0	  0	  0	  0	  0	  1	  0	  0	  4	  2	 26	 15	 29	  0	  0	  0	  0	  0
    228	  2	 15.08333333	  2	  0	  0	  0	  0	  1	  0	  1	  0	  0	  1	  5	  4	 32	 23	 35	  0	  1	  0	  0	  0
    229	  2	 15.08333333	  1	  1	  0	  0	  0	  1	  0	  0	  1	  0	  0	  4	  1	 25	   	 44	  0	  0	  0	  0	  0
    230	  2	 15.08333333	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  6	 29	 22	 36	  1	  0	  0	  0	  0
    231	  2	 15.08333333	  0	  0	  0	  0	  0	  0	  0	  0	  1	  0	  0	  1	  6	 25	 12	 35	  1	  1	  0	  0	  0
    232	  2	 15.08333333	  2	  1	  0	  0	  0	  1	  0	  1	  3	  2	  0	 10	  6	 32	 22	 25	  1	  1	  1	  1	  1
    233	  2	 15.08333333	  2	  1	  1	  1	  0	  1	  0	  2	  2	  2	  0	 12	  2	 31	 31	 33	  0	  1	  2	  1	  1
    234	  2	 15.08333333	  1	  0	  0	  0	  0	  1	  0	  0	  0	  0	  0	  2	  2	 15	 21	 33	  1	  0	  2	  1	  1
    235	   	 15.16666667	  0	  0	  0	  0	  0	  0	  1	  0	  2	  0	  0	  3	  3	 23	 20	 39	   	  1	  0	  0	  0
    236	  1	 15.16666667	  0	  2	  0	  3	  0	  0	  0	  2	  3	  3	  2	 15	  2	 35	 23	 31	  1	  1	  0	  0	  0
    237	  1	 15.16666667	  1	  2	  0	  0	  0	  0	  3	  0	  0	  0	  0	  6	  6	 22	 18	 41	  0	  0	  0	  0	  0
    238	  1	 15.16666667	  2	  0	  0	  2	  0	  1	  0	  0	  0	  0	  0	  5	  6	 14	 26	 26	  0	  1	  0	  0	  0
    239	  1	 15.16666667	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  2	 34	 20	 33	  1	  1	  0	  0	  0
    240	  1	 15.16666667	  0	  0	  0	  0	  0	  0	  0	  0	  0	  1	  0	  1	  2	 19	   	 25	  0	  0	  0	  0	  0
    241	  1	 15.16666667	  0	  0	  0	  2	  0	  0	  0	  0	  0	  2	  0	  4	  2	 22	 14	 45	  0	  1	  0	  0	  0
    242	  1	 15.16666667	  2	  0	  0	  3	  0	  0	  0	  0	  2	  2	  0	  9	  2	 24	 24	 38	  1	  1	  1	  1	  1
    243	  1	 15.16666667	  2	  2	  2	  2	  0	  0	  0	  0	  1	  1	  0	 10	  2	 22	 17	 33	  0	  1	  1	  0	  0
    244	  1	 15.16666667	  0	  0	  0	  0	  0	  0	  0	  0	  1	  1	  0	  2	  5	 26	 25	 39	  0	  0	  1	  0	  0
    245	  2	 15.16666667	  2	  1	  0	  1	  0	  2	  0	  1	  1	  1	  0	  9	  6	 30	   	 24	  0	  1	  3	  1	  1
    246	  2	 15.16666667	  2	  1	  1	  0	  0	  0	  0	  0	  2	  2	  0	  8	  2	 32	 30	 41	  0	  1	  0	  0	  0
    247	  2	 15.16666667	  1	  1	  0	  0	  0	  1	  1	  0	  1	  1	  0	  6	  6	 30	 30	 32	  0	  1	  0	  0	  0
    248	  2	 15.16666667	  2	  3	  1	  0	  0	  1	  1	  0	  1	  0	  0	  9	  2	 28	 28	 35	  0	  1	  3	  2	  1
    249	  1	 15.25000000	  3	  1	  2	  2	  0	  1	  3	  0	  1	  1	  0	 14	  6	 33	 19	 36	  0	  1	  0	  0	  0
    250	  1	 15.25000000	  1	  1	  0	  0	  0	  0	  2	  0	  0	  1	  0	  5	  1	 22	   	 36	  0	  1	  1	  0	  0
    251	  1	 15.25000000	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  5	 13	 18	 32	  1	  1	  4	  2	  1
    252	  1	 15.25000000	  1	  2	  3	  2	  3	  4	  2	  4	  3	  2	  3	 29	  1	 40	 31	 26	  0	  1	  8	  2	  1
    253	  1	 15.25000000	  0	  0	  0	  0	  0	  0	  0	  0	  0	  1	  0	  1	  6	 25	 10	 42	  0	  0	  0	  0	  0
    254	  2	 15.25000000	  1	  1	  0	  0	  0	  0	  1	  0	  0	  0	  0	  3	  6	 30	 11	 42	  0	  0	  0	  0	  0
    255	  2	 15.25000000	  1	  0	  0	  0	  0	  0	  0	  0	  2	  0	  0	  3	  6	 31	 17	 33	  0	  0	  0	  0	  0
    256	  2	 15.25000000	  1	  1	  0	  0	  0	  1	  1	  0	  0	  0	  0	  4	  5	 33	 20	 34	  0	  1	  0	  0	  0
    257	  2	 15.25000000	  1	  0	  1	  0	  0	  1	  0	  0	  1	  1	  0	  5	  6	 21	 18	 30	  1	  0	  0	  0	  0
    258	  2	 15.25000000	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  6	 11	 17	 40	  0	  1	  0	  0	  0
    259	  2	 15.25000000	  0	  0	  0	  0	  0	  1	  0	  0	  0	  0	  0	  1	  4	 29	 23	 40	  0	  0	  0	  0	  0
    260	  2	 15.25000000	  0	  0	  0	  0	  0	  0	  0	  0	  1	  0	  0	  1	  5	 27	 22	 45	  0	  1	  0	  0	  0
    261	  2	 15.25000000	  0	  0	  0	  0	  0	  1	  0	  0	  1	  0	  0	  2	  4	 16	 17	   	  1	  0	  0	  0	  0
    262	  2	 15.25000000	  0	  0	  0	  0	  0	  1	  0	  0	  1	  0	  0	  2	  3	 19	 21	 40	   	  1	  0	  0	  0
    263	  2	 15.25000000	  0	  0	  0	  0	  0	  0	  0	  0	  1	  1	  0	  2	  5	 26	 24	 32	  1	  0	  0	  0	  0
    264	  2	 15.25000000	  3	  1	  0	  0	  0	  1	  0	  2	  1	  1	  2	 11	  6	 25	 17	 34	  0	  1	  2	  1	  1
    265	  2	 15.25000000	  1	  0	  0	  0	  0	  1	  0	  0	  0	  1	  0	  3	  6	 19	 20	 35	  1	  1	  2	  1	  1
    266	   	 15.33333333	  4	  1	  2	  3	  0	  1	  0	  2	  2	  1	  4	 20	  4	 34	 15	 26	  1	  1	  4	  2	  1
    267	  1	 15.33333333	  0	  0	  0	  0	  0	  0	  0	  0	  2	  0	  0	  2	  1	   	 25	 40	  0	  0	  0	  0	  0
    268	  1	 15.33333333	  0	  0	  0	  0	  0	  3	  0	  0	  1	  0	  0	  4	  6	 18	 22	 38	  1	  0	  1	  1	  1
    269	  1	 15.33333333	  3	  0	  0	  0	  0	  0	  0	  0	  3	  2	  0	  8	  2	 24	 11	 39	  0	  1	  0	  0	  0
    270	  1	 15.33333333	  2	  1	  0	  3	  0	  0	  0	  0	  1	  2	  0	  9	  6	 20	 14	 39	  1	  1	  0	  0	  0
    271	  1	 15.33333333	  1	  0	  0	  0	  0	  0	  0	  0	  1	  1	  0	  3	  6	 31	 21	 32	  0	  1	  0	  0	  0
    272	  1	 15.33333333	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  2	 17	 16	 26	  0	  0	  0	  0	  0
    273	  1	 15.33333333	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  6	  8	  8	 45	  0	  1	  0	  0	  0
    274	  1	 15.33333333	  4	  1	  0	  0	  0	  0	  1	  0	  0	  0	  0	  6	  2	 28	 20	 28	  0	  0	  1	  2	  1
    275	  1	 15.33333333	  4	  1	  0	  2	  0	  0	  0	  1	  1	  0	  3	 12	  2	 29	 24	   	  0	  1	   	  2	  1
    276	  2	 15.33333333	  3	  4	  0	  0	  0	  0	  0	  4	  4	  0	  0	 15	  5	 20	 26	 31	  1	  1	   	  2	  1
    277	  2	 15.33333333	  0	  1	  1	  0	  0	  0	  0	  0	  0	  0	  0	  2	  2	 33	 20	 33	  1	  0	  0	  0	  0
    278	   	 15.41666667	  0	  2	  0	  0	  0	  0	  0	  0	  0	  0	  0	  2	  6	 29	 29	 40	  1	  1	  0	  0	  0
    279	  1	 15.41666667	  2	  1	  2	  0	  1	  0	  0	  0	  1	  1	  0	  8	  2	 31	 13	 24	  1	  0	  0	  0	  0
    280	  1	 15.41666667	  3	  0	  0	  0	  0	  0	  0	  0	  1	  1	  0	  5	  2	 24	 28	 34	  1	  1	  2	  1	  1
    281	  1	 15.41666667	  0	  0	  0	  0	  0	  0	  0	  0	  2	  0	  0	  2	  1	 29	 14	 41	  0	  0	  2	  1	  1
    282	  1	 15.41666667	  0	  1	  0	  0	  0	  2	  2	  3	  3	  2	  0	 13	  5	 34	 26	   	  0	  1	  0	  0	  0
    283	  1	 15.41666667	  1	  0	  0	  0	  0	  1	  0	  0	  0	  0	  0	  2	  6	 24	 17	 33	  0	  1	  0	  0	  0
    284	  1	 15.41666667	  1	  1	  0	  0	  0	  1	  1	  1	  0	  0	  1	  6	  6	 25	 19	 38	  0	  1	  0	  0	  0
    285	  1	 15.41666667	  4	  1	  0	  3	  0	  1	  1	  0	  0	  0	  1	 11	  4	 27	 20	 39	  0	  1	  4	  2	  1
    286	  1	 15.41666667	  2	  0	  1	  3	  0	  1	  0	  1	  2	  2	  1	 13	  2	 36	 15	 25	  1	  1	  6	  2	  1
    287	  1	 15.41666667	  2	  0	  0	  0	  1	  0	  0	  0	  0	  0	  0	  3	  2	 17	 19	 44	  0	  1	   	   	   
    288	  2	 15.41666667	  1	  0	  0	  0	  0	  1	  0	  0	  0	  0	  0	  2	  0	 26	 12	 37	  0	  1	   	   	   
    289	  2	 15.41666667	  2	  2	  0	  0	  0	  1	  2	  0	  3	  3	  0	 13	  6	 24	 22	 36	  1	  1	  0	  0	  0
    290	  2	 15.41666667	  0	  1	  0	  0	  0	  0	  1	  0	  0	  0	  0	  2	  4	 25	 21	 39	  1	  1	  0	  0	  0
    291	  2	 15.41666667	  3	  1	  0	  0	  0	  1	  2	  0	  4	  3	  0	 14	  3	 31	 26	 36	  1	  1	  2	  2	  1
    292	  2	 15.41666667	  2	  1	  1	  1	  0	  0	  0	  0	  1	  1	  0	  7	  3	 35	 24	 37	  0	  0	  3	  1	  1
    293	  1	 15.50000000	  0	  0	  0	  1	  2	  0	  0	  0	  0	  0	  0	  3	  2	 28	 19	 35	  0	  0	  0	  0	  0
    294	  1	 15.50000000	  3	  0	  2	  3	  0	  1	  0	  1	  3	  2	  0	 15	  0	 31	 26	   	  1	  1	  1	  1	  1
    295	  1	 15.50000000	  3	  3	  3	  0	  0	  1	  3	  3	  0	  0	  0	 16	  1	 31	 20	 42	  0	  1	  7	  2	  1
    296	  1	 15.50000000	  2	  0	  0	  0	  0	  0	  1	  0	  2	  1	  0	  6	  4	 20	 22	 35	  0	  1	  0	  0	  0
    297	  1	 15.50000000	  3	  0	  0	  0	  0	  0	  0	  1	  0	  1	  0	  5	  2	 28	 18	 36	  0	  1	  1	  1	  1
    298	  1	 15.50000000	  2	  1	  1	  3	  0	  0	  1	  0	  1	  1	  4	 14	  4	 26	 14	 35	  0	  1	  2	  2	  1
    299	  1	 15.50000000	  3	  3	  0	  1	  0	  0	  0	  1	  1	  1	  0	 10	  1	 28	 33	 34	  0	  0	  4	  2	  1
    300	  1	 15.50000000	  2	  0	  1	  0	  0	  1	  2	  0	  1	  1	  0	  8	  3	 23	 13	 39	  1	  0	  1	  0	  0
    301	  2	 15.50000000	  3	  1	  1	  0	  0	  2	  2	  0	  1	  0	  0	 10	  6	 29	 28	 37	  1	  1	  0	  0	  0
    302	  2	 15.50000000	  1	  0	  0	  0	  0	  0	  0	  1	  1	  3	  0	  6	  6	 34	   	 44	  1	  0	  0	  0	  0
    303	  2	 15.50000000	  2	  1	  1	  0	  0	  0	  1	  0	  1	  0	  0	  6	  6	 23	 19	 35	  0	  0	  0	  0	  0
    304	  2	 15.50000000	  1	  0	  0	  0	  0	  1	  0	  0	  1	  1	  0	  4	  6	   	 18	 34	  0	  0	  0	  0	  0
    305	  2	 15.50000000	  0	  1	  0	  0	  0	  1	  0	  0	  2	  0	  0	  4	  1	 21	 18	 35	  0	  1	  0	  0	  0
    306	  2	 15.50000000	  3	  2	  0	  0	  0	  0	  1	  0	  3	  3	  2	 14	  6	 20	 15	 33	  1	  1	  1	  1	  1
    307	  2	 15.50000000	  1	  1	  0	  0	  0	  1	  1	  0	  1	  1	  0	  6	  5	 38	 20	 42	  0	  1	  1	  0	  0
    308	  2	 15.50000000	  1	  0	  0	  0	  0	  1	  0	  0	  1	  2	  0	  5	  6	 17	 18	 30	  1	   	  2	  1	  1
    309	  1	 15.58333333	  2	  0	  0	  3	  0	  0	  0	  0	  1	  0	  0	  6	  1	 14	 20	 37	  0	  1	   	   	   
    310	  1	 15.58333333	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  6	 23	 20	 34	  0	  0	  0	  0	  0
    311	  1	 15.58333333	  2	  1	  1	  3	  0	  0	  0	  0	  1	  0	  3	 11	  2	 28	   	 35	  0	  1	  1	  1	  1
    312	  1	 15.58333333	  1	  0	  1	  0	  0	  0	  0	  0	  0	  0	  0	  2	  4	   	  9	 38	  0	  1	   	   	   
    313	  1	 15.58333333	  4	  0	  0	  3	  4	  0	  0	  4	  4	  3	  4	 26	  1	 35	 17	 35	  1	  1	  3	  2	  1
    314	  1	 15.58333333	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  3	 22	 19	 37	  0	  1	  0	  0	  0
    315	  2	 15.58333333	  1	  1	  0	  0	  0	  1	  1	  0	  1	  0	  0	  5	  2	 32	 26	 37	  1	  1	  0	  0	  0
    316	  2	 15.58333333	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	 22	 23	 40	  1	  0	  0	  0	  0
    317	  2	 15.58333333	  3	  0	  1	  0	  0	  3	  1	  0	  2	  2	  0	 12	  2	 36	 38	 26	  0	  1	  0	  0	  0
    318	  2	 15.58333333	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  6	 17	  8	 39	  0	  0	  0	  0	  0
    319	  2	 15.58333333	  0	  0	  0	  0	  1	  0	  0	  2	  1	  0	  0	  4	  4	 28	 26	 40	  0	  0	  0	  0	  0
    320	  2	 15.58333333	  0	  1	  0	  0	  0	  1	  1	  0	  0	  0	  0	  3	  6	 30	 21	 37	  0	  0	  1	  0	  0
    321	  2	 15.58333333	  3	  2	  1	  0	  0	  2	  0	  0	  3	  0	  0	 11	  0	 30	 28	 38	  1	  1	  2	  1	  1
    322	   	 15.66666667	  0	  0	  0	  0	  0	  0	  0	  0	  1	  0	  0	  1	  2	 34	 19	 40	  0	  1	  0	  0	  0
    323	  1	 15.66666667	  3	  3	  0	  0	  0	  0	  0	  0	  1	  1	  0	  8	  3	 21	 18	 29	  0	  1	   	   	   
    324	  1	 15.66666667	  3	  1	  1	  2	  0	  0	  0	  0	  1	  0	  0	  8	  0	 18	 10	 33	   	   	  0	  0	  0
    325	  1	 15.66666667	  3	  1	  0	  0	  0	  1	  0	  0	  1	  0	  0	  6	  3	 24	 10	 42	  0	  1	  0	  0	  0
    326	  1	 15.66666667	  2	  0	  0	  0	  1	  2	  0	  2	  2	  2	  3	 14	  6	 24	 24	 35	  1	  1	  1	  1	  1
    327	  1	 15.66666667	  1	  0	  1	  1	  0	  0	  0	  0	  1	  0	  3	  7	  6	 21	 14	 36	  0	  1	  1	  1	  1
    328	  1	 15.66666667	  4	  1	  1	  1	  0	  1	  1	  1	  3	  3	  0	 16	  3	 33	 26	 32	   	  1	  4	  2	  1
    329	  2	 15.66666667	  1	  1	  2	  0	  0	  1	  1	  0	  0	  0	  0	  6	  2	 35	 29	 35	  1	  0	  0	  0	  0
    330	  2	 15.66666667	  3	  2	  2	  1	  0	  0	  2	  0	  0	  0	  0	 10	  2	 28	 19	 37	  1	  1	  3	  2	  1
    331	  1	 15.75000000	  1	  0	  0	  0	  0	  1	  0	  1	  1	  1	  0	  5	  0	 23	 31	 38	  1	  0	  1	  0	  0
    332	  1	 15.75000000	  1	  0	  0	  0	  0	  0	  0	  0	  2	  1	  0	  4	  1	 24	 23	 28	  0	  1	  2	  1	  1
    333	  1	 15.75000000	  2	  0	  0	  1	  0	  0	  2	  3	  1	  1	  0	 10	  3	 34	 21	 28	  0	  1	  0	  0	  0
    334	  1	 15.75000000	  1	  0	  0	  0	  0	  0	  0	  0	  1	  1	  0	  3	  4	 24	 16	 36	  1	  0	  0	  0	  0
    335	  1	 15.75000000	  1	  0	  2	  2	  0	  0	  0	  0	  1	  1	  0	  7	   	 20	 17	 39	  1	  1	  0	  0	  0
    336	  1	 15.75000000	  1	  0	  0	  0	  0	  0	  2	  0	  2	  2	  0	  7	  2	 24	 24	 32	  1	  0	  0	  0	  0
    337	  1	 15.75000000	  3	  0	  0	  0	  0	  0	  0	  1	  1	  0	  0	  5	  6	 23	 13	 37	  1	  1	  1	  1	  1
    338	  1	 15.75000000	  3	  0	  0	  0	  1	  1	  0	  1	  1	  0	  0	  7	  6	 25	 13	 38	  0	  1	  1	  1	  1
    339	  1	 15.75000000	  2	  0	  0	  3	  0	  1	  0	  0	  1	  0	  0	  7	  2	 26	 22	 34	  1	  1	  1	  1	  1
    340	  2	 15.75000000	  0	  0	  0	  0	  0	  0	  0	  0	  1	  0	  0	  1	  2	 19	 23	 43	  0	  1	  0	  0	  0
    341	  2	 15.75000000	  1	  1	  0	  0	  0	  0	  0	  1	  1	  1	  0	  5	  4	 26	 22	 33	  0	  1	  1	  0	  0
    342	  2	 15.75000000	  1	  0	  2	  0	  0	  0	  1	  2	  1	  1	  2	 10	  6	 34	 20	 24	  0	  1	  0	  0	  0
    343	  2	 15.75000000	  0	  0	  1	  0	  0	  1	  0	  0	  1	  0	  0	  3	  6	 26	 15	 36	  1	  1	  0	  0	  0
    344	  2	 15.75000000	  3	  1	  0	  0	  0	  1	  2	  0	  1	  0	  0	  8	  5	 31	 18	 34	  1	  1	  1	  1	  1
    345	  2	 15.75000000	  4	  2	  1	  1	  0	  2	  3	  1	  4	  3	  0	 21	  2	 34	 29	 36	  1	  0	  2	  2	  1
    346	  2	 15.75000000	  0	  1	  2	  0	  0	  0	  1	  0	  2	  2	  0	  8	  2	 38	 18	 38	  1	  0	  3	  1	  1
    347	  1	 15.83333333	  1	  0	  0	  3	  0	  0	  0	  0	  0	  0	  0	  4	  1	 28	 15	 37	  0	  1	  0	  0	  0
    348	  1	 15.83333333	  0	  0	  0	  3	  0	  0	  0	  0	  0	  0	  0	  3	  1	 24	 24	 29	  0	  1	  6	  2	  1
    349	  1	 15.83333333	  1	  0	  0	  3	  0	  0	  0	  0	  1	  1	  0	  6	  6	 20	  9	 43	  0	  1	  0	  0	  0
    350	  1	 15.83333333	  0	  0	  1	  2	  1	  0	  0	  0	  3	  1	  0	  8	  2	 29	 28	 42	  0	  1	  0	  0	  0
    351	  1	 15.83333333	  0	  0	  0	  0	  0	  0	  0	  0	  1	  0	  0	  1	  6	 25	 14	 33	  0	  0	  0	  0	  0
    352	  1	 15.83333333	  0	  0	  0	  0	  0	  0	  0	  0	  1	  1	  0	  2	  6	 17	 16	 41	  0	  0	  0	  0	  0
    353	  1	 15.83333333	  0	  0	  2	  2	  0	  0	  0	  1	  1	  1	  0	  7	  2	 32	 28	 43	  1	  1	  0	  0	  0
    354	  1	 15.83333333	  3	  0	  0	  3	  0	  0	  0	  3	  2	  0	  4	 15	  6	 36	 18	 33	  1	  1	  1	  2	  1
    355	  1	 15.83333333	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  6	 17	 13	 43	  0	  1	  1	  0	  0
    356	  1	 15.83333333	  3	  0	  0	  0	  0	  0	  0	  1	  0	  3	  4	 11	   	 15	 12	 40	  0	  1	  2	  2	  1
    357	  1	 15.83333333	  0	  0	  0	  1	  0	  0	  0	  0	  1	  0	  0	  2	  6	 16	 26	 34	  0	  1	  2	  1	  1
    358	  1	 15.83333333	  3	  3	  4	  3	  0	  0	  0	  2	  2	  2	  3	 22	  6	 40	 29	 38	  0	  1	  4	  2	  1
    359	  1	 15.83333333	  4	  0	  0	  1	  0	  3	  2	  3	  3	  3	  3	 22	  2	 40	 18	   	  0	  1	  5	  2	  1
    360	  1	 15.83333333	  3	  0	  2	  4	  0	  0	  0	  1	  1	  1	  0	 12	  3	 24	 15	 33	  0	  1	  8	  2	  1
    361	  1	 15.83333333	  2	  1	  1	  3	  0	  1	  1	  1	  3	  3	  0	 16	  2	 36	 28	 21	  1	  1	 10	  2	  1
